timestamp,x_pos,y_pos
0.0,0.5540263652801514,-0.08988337218761444
0.060624959,0.5538501143455505,-0.0891757532954216
0.134339709,0.5538501143455505,-0.0891757532954216
0.201120042,0.5540263652801514,-0.08988337218761444
0.277871917,0.5538501143455505,-0.0891757532954216
0.34654375,0.5540263652801514,-0.08988337218761444
0.408598125,0.5540263652801514,-0.08988337218761444
0.494697542,0.5540263652801514,-0.08988337218761444
0.550606542,0.5538501143455505,-0.0891757532954216
0.607115292,0.5540263652801514,-0.08988337218761444
0.689634792,0.5538501143455505,-0.0891757532954216
0.755169751,0.5538501143455505,-0.0891757532954216
0.838970417,0.5538501143455505,-0.0891757532954216
0.863492751,0.5538501143455505,-0.0891757532954216
0.921375334,0.5536736845970154,-0.08846774697303772
0.996282667,0.5538501143455505,-0.0891757532954216
1.059188834,0.5538501143455505,-0.0891757532954216
1.163944167,0.5540263652801514,-0.08988337218761444
1.202717501,0.5534972548484802,-0.08775933086872101
1.271523542,0.5536736845970154,-0.08846774697303772
1.332841903,0.5538501143455505,-0.0891757532954216
1.39580232,0.5538501143455505,-0.0891757532954216
1.463523237,0.5538501143455505,-0.0891757532954216
1.532034028,0.5538501143455505,-0.0891757532954216
1.61216382,0.5540263652801514,-0.08988337218761444
1.664739945,0.5538501143455505,-0.0891757532954216
1.73658507,0.5536736845970154,-0.08846774697303772
1.807500862,0.5515494346618652,-0.0799405425786972
1.868295737,0.5513717532157898,-0.07922735065221786
1.938364778,0.5511939525604248,-0.0785137489438057
2.002106237,0.5506600737571716,-0.07637054473161697
2.070520945,0.5495895147323608,-0.07207325100898743
2.137794779,0.549052894115448,-0.0699191465973854
2.203620362,0.5486946105957031,-0.06848105043172836
2.282005404,0.5481564998626709,-0.06632085889577866
2.34848807,0.5477972030639648,-0.06487869471311569
2.411456029,0.5474375486373901,-0.0634348914027214
2.476141737,0.5467169284820557,-0.06054239347577095
2.541032904,0.5450896620750427,-0.05401023477315903
2.614922612,0.5438182353973389,-0.048906534910202026
2.678519612,0.5430894494056702,-0.04598099738359451
2.743959779,0.5418100357055664,-0.04084523022174835
2.817827612,0.5410766005516052,-0.03790128231048584
2.881879779,0.5414435267448425,-0.03937409445643425
2.945354737,0.5403415560722351,-0.03495059162378311
3.018483071,0.5399733781814575,-0.03347271308302879
3.084352446,0.5405254364013672,-0.03568889945745468
3.154702071,0.5412601232528687,-0.03863789886236191
3.219424612,0.5416268110275269,-0.040109872817993164
3.295845529,0.5403415560722351,-0.03495059162378311
3.351315779,0.5418100357055664,-0.04084523022174835
3.418745696,0.5419930815696716,-0.041580166667699814
3.484334946,0.5412601232528687,-0.03863789886236191
3.553095863,0.542358934879303,-0.043048784136772156
3.618318404,0.5425417423248291,-0.043782465159893036
3.697202363,0.5432717800140381,-0.046713005751371384
3.762504904,0.5430894494056702,-0.04598099738359451
3.828019946,0.5430894494056702,-0.04598099738359451
3.898793071,0.5441820025444031,-0.050366807729005814
3.972356113,0.5436362028121948,-0.04817577451467514
4.030778821,0.544908344745636,-0.05328237637877464
4.100577405,0.544908344745636,-0.05328237637877464
4.17922328,0.5452708601951599,-0.05473767966032028
4.244002363,0.5456330180168152,-0.056191328912973404
4.30120103,0.545994758605957,-0.05764332786202431
4.368642696,0.5468972325325012,-0.061266131699085236
4.433753196,0.5467169284820557,-0.06054239347577095
4.50289703,0.5474375486373901,-0.0634348914027214
4.576152488,0.5472575426101685,-0.06271238625049591
4.639224238,0.5468972325325012,-0.061266131699085236
4.706462321,0.5467169284820557,-0.06054239347577095
4.774478822,0.5467169284820557,-0.06054239347577095
4.842218905,0.5474375486373901,-0.0634348914027214
4.906844655,0.5474375486373901,-0.0634348914027214
4.967131738,0.5474375486373901,-0.0634348914027214
5.04640428,0.5476174354553223,-0.06415699422359467
5.11084078,0.5476174354553223,-0.06415699422359467
5.175440155,0.5474375486373901,-0.0634348914027214
5.24395278,0.5467169284820557,-0.06054239347577095
5.31170578,0.5465365648269653,-0.059818241745233536
5.379346155,0.5465365648269653,-0.059818241745233536
5.445421405,0.5463560819625854,-0.05909368023276329
5.51131953,0.5463560819625854,-0.05909368023276329
5.576294072,0.5465365648269653,-0.059818241745233536
5.646781614,0.5465365648269653,-0.059818241745233536
5.708126155,0.5463560819625854,-0.05909368023276329
5.776593447,0.545994758605957,-0.05764332786202431
5.843040114,0.5450896620750427,-0.05401023477315903
5.916636447,0.5452708601951599,-0.05473767966032028
5.990621905,0.5461754202842712,-0.058368708938360214
6.06614703,0.5467169284820557,-0.06054239347577095
6.115935572,0.547077476978302,-0.06198946386575699
6.185637322,0.5472575426101685,-0.06271238625049591
6.250360864,0.5472575426101685,-0.06271238625049591
6.318893489,0.7641855478286743,-0.03507239371538162
6.395243281,0.6997870206832886,-0.04349924623966217
6.464399989,0.6559024453163147,-0.048332132399082184
6.521310156,0.5952078104019165,-0.05184634029865265
6.592062072,0.5467169284820557,-0.06054239347577095
6.657876072,0.5472575426101685,-0.06271238625049591
6.734849281,0.8233282566070557,-0.009749321267008781
6.796202031,0.7617853283882141,-0.020293500274419785
6.857299822,0.7032788991928101,-0.02969180978834629
6.923105198,0.6433162093162537,-0.03740668296813965
7.003900781,0.5861409902572632,-0.04905425384640694
7.076277573,0.5461754202842712,-0.058368708938360214
7.125179948,0.5476174354553223,-0.06415699422359467
7.192658364,0.8927175998687744,0.13819320499897003
7.267737698,0.8618507385253906,0.12912344932556152
7.325447364,0.7965694069862366,0.11956246197223663
7.399349281,0.7335377335548401,0.10710983723402023
7.465896364,0.6717562675476074,0.07254143059253693
7.534047698,0.6231779456138611,0.03398461267352104
7.59965674,0.567225992679596,-0.0035552934277802706
7.681172365,0.5399733781814575,-0.03347271308302879
7.75297824,0.5432717800140381,-0.046713005751371384
